交易日,是否交易,开仓合约,平仓合约,开仓合约delta,开仓价,平仓价,持仓合约,持仓合约收盘价,现货收盘价,平仓合约Strike
20140221,Yes,华夏上证50ETF期权1403认购1.40,,78.8522640946,0.1150,,华夏上证50ETF期权1403认购1.40,0.1150,1.496,""
20140224,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0840,1.458,""
20140225,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0630,1.436,""
20140226,Yes,华夏上证50ETF期权1403认购1.40,华夏上证50ETF期权1403认购1.40,62.472750063,0.0640,0.0640,华夏上证50ETF期权1403认购1.40,0.0640,1.429,1.4
20140227,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0690,1.433,""
20140228,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0720,1.432,""
20140303,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0690,1.45,""
20140304,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0740,1.447,""
20140305,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0640,1.444,""
20140306,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0670,1.434,""
20140307,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0660,1.449,""
20140310,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0300,1.406,""
20140311,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0320,1.402,""
20140312,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0400,1.402,""
20140313,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0440,1.418,""
20140314,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0280,1.416,""
20140317,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0340,1.422,""
20140318,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0330,1.424,""
20140319,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0170,1.406,""
20140320,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0230,1.407,""
20140321,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0360,1.403,""
20140324,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0760,1.46,""
20140325,No,,,,,,华夏上证50ETF期权1403认购1.40,0.0070,1.463,""
20140326,Yes,华夏上证50ETF期权1404认购1.60,华夏上证50ETF期权1403认购1.40,16.5772900488,0.0100,0.0600,华夏上证50ETF期权1404认购1.60,0.0100,1.46,1.4
20140327,No,,,,,,华夏上证50ETF期权1404认购1.60,0.0180,1.45,""
20140328,No,,,,,,华夏上证50ETF期权1404认购1.60,0.0070,1.462,""
20140331,No,,,,,,华夏上证50ETF期权1404认购1.60,0.0250,1.454,""
20140401,No,,,,,,华夏上证50ETF期权1404认购1.60,0.0110,1.459,""
20140403,No,,,,,,华夏上证50ETF期权1404认购1.60,0.0070,1.475,""
20140404,No,,,,,,华夏上证50ETF期权1404认购1.60,0.0070,1.466,""
20140409,No,,,,,,华夏上证50ETF期权1404认购1.60,0.0210,1.524,""
20140410,No,,,,,,华夏上证50ETF期权1404认购1.60,0.0340,1.519,""
20140411,No,,,,,,华夏上证50ETF期权1404认购1.60,0.0330,1.551,""
20140414,No,,,,,,华夏上证50ETF期权1404认购1.60,0.0280,1.545,""
20140415,No,,,,,,华夏上证50ETF期权1404认购1.60,0.0140,1.517,""
20140416,No,,,,,,华夏上证50ETF期权1404认购1.60,0.0150,1.512,""
20140417,No,,,,,,华夏上证50ETF期权1404认购1.60,0.0140,1.513,""
20140418,No,,,,,,华夏上证50ETF期权1404认购1.60,0.0110,1.499,""
20140421,No,,,,,,华夏上证50ETF期权1404认购1.60,0.0080,1.488,""
20140422,No,,,,,,华夏上证50ETF期权1404认购1.60,0.0120,1.485,""
20140423,Yes,华夏上证50ETF期权1405认购1.65,华夏上证50ETF期权1404认购1.60,18.20536986,0.0134,0.0120,华夏上证50ETF期权1405认购1.65,0.0134,1.498,1.6
20140424,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0140,1.5,""
20140425,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0125,1.499,""
20140428,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0129,1.48,""
20140429,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0143,1.477,""
20140430,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0122,1.487,""
20140505,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0250,1.471,""
20140506,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0150,1.478,""
20140507,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0038,1.471,""
20140508,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0090,1.469,""
20140509,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0040,1.471,""
20140512,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0090,1.478,""
20140513,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0020,1.495,""
20140514,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0021,1.495,""
20140515,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0099,1.484,""
20140516,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0012,1.478,""
20140519,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0015,1.451,""
20140520,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0030,1.453,""
20140521,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0037,1.443,""
20140522,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0010,1.465,""
20140523,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0031,1.467,""
20140526,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0040,1.477,""
20140527,No,,,,,,华夏上证50ETF期权1405认购1.65,0.0002,1.476,""
20140528,Yes,华夏上证50ETF期权1406认购1.40,华夏上证50ETF期权1405认购1.65,73.9971648051,0.0919,0.0029,华夏上证50ETF期权1406认购1.40,0.0919,1.47,1.65
20140529,No,,,,,,华夏上证50ETF期权1406认购1.40,0.0916,1.481,""
20140530,No,,,,,,华夏上证50ETF期权1406认购1.40,0.0880,1.474,""
20140603,No,,,,,,华夏上证50ETF期权1406认购1.40,0.0850,1.473,""
20140604,No,,,,,,华夏上证50ETF期权1406认购1.40,0.0730,1.458,""
20140605,No,,,,,,华夏上证50ETF期权1406认购1.40,0.0904,1.46,""
20140606,No,,,,,,华夏上证50ETF期权1406认购1.40,0.0746,1.461,""
20140609,No,,,,,,华夏上证50ETF期权1406认购1.40,0.0824,1.461,""
20140610,No,,,,,,华夏上证50ETF期权1406认购1.40,0.0908,1.471,""
20140611,No,,,,,,华夏上证50ETF期权1406认购1.40,0.0910,1.48,""
20140612,No,,,,,,华夏上证50ETF期权1406认购1.40,0.0835,1.48,""
20140613,No,,,,,,华夏上证50ETF期权1406认购1.40,0.1000,1.479,""
20140616,No,,,,,,华夏上证50ETF期权1406认购1.40,0.1130,1.498,""
20140617,No,,,,,,华夏上证50ETF期权1406认购1.40,0.1035,1.501,""
20140618,No,,,,,,华夏上证50ETF期权1406认购1.40,0.0956,1.495,""
20140619,No,,,,,,华夏上证50ETF期权1406认购1.40,0.0816,1.474,""
20140620,No,,,,,,华夏上证50ETF期权1406认购1.40,0.0870,1.478,""
20140623,No,,,,,,华夏上证50ETF期权1406认购1.40,0.0802,1.479,""
20140624,No,,,,,,华夏上证50ETF期权1406认购1.40,0.0910,1.479,""
20140625,Yes,华夏上证50ETF期权1407认购1.60,华夏上证50ETF期权1406认购1.40,20.7672096545,0.0103,0.0850,华夏上证50ETF期权1407认购1.60,0.0103,1.48,1.4
20140626,No,,,,,,华夏上证50ETF期权1407认购1.60,0.0094,1.483,""
20140627,No,,,,,,华夏上证50ETF期权1407认购1.60,0.0097,1.483,""
20140630,No,,,,,,华夏上证50ETF期权1407认购1.60,0.0115,1.487,""
20140701,No,,,,,,华夏上证50ETF期权1407认购1.60,0.0100,1.489,""
20140702,No,,,,,,华夏上证50ETF期权1407认购1.60,0.0080,1.491,""
20140703,No,,,,,,华夏上证50ETF期权1407认购1.60,0.0096,1.497,""
20140704,No,,,,,,华夏上证50ETF期权1407认购1.60,0.0083,1.504,""
20140707,No,,,,,,华夏上证50ETF期权1407认购1.60,0.0079,1.506,""
20140708,No,,,,,,华夏上证50ETF期权1407认购1.60,0.0080,1.501,""
20140709,No,,,,,,华夏上证50ETF期权1407认购1.60,0.0050,1.492,""
20140710,No,,,,,,华夏上证50ETF期权1407认购1.60,0.0037,1.487,""
20140711,No,,,,,,华夏上证50ETF期权1407认购1.60,0.0028,1.49,""
20140714,No,,,,,,华夏上证50ETF期权1407认购1.60,0.0009,1.496,""
20140715,No,,,,,,华夏上证50ETF期权1407认购1.60,0.0004,1.508,""
20140716,No,,,,,,华夏上证50ETF期权1407认购1.60,0.0004,1.511,""
20140717,No,,,,,,华夏上证50ETF期权1407认购1.60,0.0001,1.504,""
20140718,No,,,,,,华夏上证50ETF期权1407认购1.60,0.0004,1.504,""
20140721,No,,,,,,华夏上证50ETF期权1407认购1.60,0.0329,1.512,""
20140722,No,,,,,,华夏上证50ETF期权1407认购1.60,0.0006,1.511,""
20140723,Yes,华夏上证50ETF期权1408认购1.65,华夏上证50ETF期权1407认购1.60,24.9650994892,0.0104,0.0020,华夏上证50ETF期权1408认购1.65,0.0104,1.532,1.6
20140724,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0145,1.545,""
20140725,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0134,1.577,""
20140728,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0291,1.602,""
20140729,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0331,1.641,""
20140730,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0297,1.641,""
20140731,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0409,1.639,""
20140801,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0317,1.648,""
20140804,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0630,1.651,""
20140805,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0573,1.663,""
20140806,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0449,1.643,""
20140807,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0442,1.631,""
20140808,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0338,1.628,""
20140811,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0414,1.64,""
20140812,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0361,1.642,""
20140813,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0336,1.637,""
20140814,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0219,1.637,""
20140815,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0249,1.635,""
20140818,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0241,1.648,""
20140819,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0200,1.641,""
20140820,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0147,1.64,""
20140821,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0081,1.62,""
20140822,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0049,1.624,""
20140825,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0012,1.618,""
20140826,No,,,,,,华夏上证50ETF期权1408认购1.65,0.0010,1.612,""
20140827,Yes,华夏上证50ETF期权1409认购1.75,华夏上证50ETF期权1408认购1.65,19.6150720498,0.0045,0.1000,华夏上证50ETF期权1409认购1.75,0.0045,1.613,1.65
20140828,No,,,,,,华夏上证50ETF期权1409认购1.75,0.0055,1.609,""
20140829,No,,,,,,华夏上证50ETF期权1409认购1.75,0.0068,1.61,""
20140901,No,,,,,,华夏上证50ETF期权1409认购1.75,0.0062,1.616,""
20140902,No,,,,,,华夏上证50ETF期权1409认购1.75,0.0077,1.621,""
20140903,No,,,,,,华夏上证50ETF期权1409认购1.75,0.0095,1.652,""
20140904,No,,,,,,华夏上证50ETF期权1409认购1.75,0.0092,1.663,""
20140905,No,,,,,,华夏上证50ETF期权1409认购1.75,0.0109,1.682,""
20140909,No,,,,,,华夏上证50ETF期权1409认购1.75,0.0091,1.684,""
20140910,No,,,,,,华夏上证50ETF期权1409认购1.75,0.0080,1.667,""
20140911,No,,,,,,华夏上证50ETF期权1409认购1.75,0.0043,1.66,""
20140912,No,,,,,,华夏上证50ETF期权1409认购1.75,0.0010,1.657,""
20140915,No,,,,,,华夏上证50ETF期权1409认购1.75,0.0013,1.656,""
20140916,No,,,,,,华夏上证50ETF期权1409认购1.75,0.0005,1.642,""
20140917,No,,,,,,华夏上证50ETF期权1409认购1.75,0.0012,1.64,""
20140918,No,,,,,,华夏上证50ETF期权1409认购1.75,0.0009,1.64,""
20140919,No,,,,,,华夏上证50ETF期权1409认购1.75,0.0007,1.648,""
20140922,No,,,,,,华夏上证50ETF期权1409认购1.75,0.0010,1.623,""
20140923,No,,,,,,华夏上证50ETF期权1409认购1.75,0.0021,1.627,""
20140924,Yes,华夏上证50ETF期权1410认购1.75,华夏上证50ETF期权1409认购1.75,22.6931121615,0.0086,0.0002,华夏上证50ETF期权1410认购1.75,0.0086,1.628,1.75
20140925,No,,,,,,华夏上证50ETF期权1410认购1.75,0.0100,1.66,""
20140926,No,,,,,,华夏上证50ETF期权1410认购1.75,0.0110,1.649,""
20140929,No,,,,,,华夏上证50ETF期权1410认购1.75,0.0116,1.656,""
20140930,No,,,,,,华夏上证50ETF期权1410认购1.75,0.0088,1.66,""
20141008,No,,,,,,华夏上证50ETF期权1410认购1.75,0.0050,1.66,""
20141009,No,,,,,,华夏上证50ETF期权1410认购1.75,0.0067,1.669,""
20141010,No,,,,,,华夏上证50ETF期权1410认购1.75,0.0058,1.661,""
20141013,No,,,,,,华夏上证50ETF期权1410认购1.75,0.0040,1.641,""
20141014,No,,,,,,华夏上证50ETF期权1410认购1.75,0.0030,1.639,""
20141015,No,,,,,,华夏上证50ETF期权1410认购1.75,0.0025,1.637,""
20141016,No,,,,,,华夏上证50ETF期权1410认购1.75,0.0023,1.646,""
20141017,No,,,,,,华夏上证50ETF期权1410认购1.75,0.0042,1.639,""
20141020,No,,,,,,华夏上证50ETF期权1410认购1.75,0.0033,1.649,""
20141021,No,,,,,,华夏上证50ETF期权1410认购1.75,0.0023,1.645,""
20141022,Yes,华夏上证50ETF期权1411认购1.756A,华夏上证50ETF期权1410认购1.75,27.3443515492,0.0092,0.0140,华夏上证50ETF期权1411认购1.756A,0.0092,1.642,1.75
20141023,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0071,1.631,""
20141024,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0057,1.627,""
20141027,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0035,1.602,""
20141028,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0032,1.606,""
20141029,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0030,1.631,""
20141030,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0050,1.646,""
20141031,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0110,1.669,""
20141103,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0079,1.693,""
20141104,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0074,1.686,""
20141105,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0047,1.679,""
20141106,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0036,1.674,""
20141107,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0034,1.679,""
20141110,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0111,1.704,""
20141111,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0138,1.741,""
20141112,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0216,1.743,""
20141113,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0150,1.768,""
20141114,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0135,1.756,""
20141117,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0080,1.708,""
20141118,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0024,1.681,""
20141119,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0001,1.67,""
20141120,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0003,1.665,""
20141121,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0007,1.673,""
20141124,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0125,1.727,""
20141125,No,,,,,,华夏上证50ETF期权1411认购1.756A,0.0161,1.754,""
20141126,Yes,华夏上证50ETF期权1412认购1.854A,华夏上证50ETF期权1411认购1.756A,35.4414007003,0.0300,0.0200,华夏上证50ETF期权1412认购1.854A,0.0300,1.782,1.756
20141127,No,,,,,,华夏上证50ETF期权1412认购1.854A,0.0359,1.825,""
20141128,No,,,,,,华夏上证50ETF期权1412认购1.854A,0.0688,1.843,""
20141201,No,,,,,,华夏上证50ETF期权1412认购1.854A,0.0729,1.915,""
20141202,No,,,,,,华夏上证50ETF期权1412认购1.854A,0.1716,1.906,""
20141203,No,,,,,,华夏上证50ETF期权1412认购1.854A,0.2216,2.0,""
20141204,No,,,,,,华夏上证50ETF期权1412认购1.854A,0.3289,2.03,""
20141205,No,,,,,,华夏上证50ETF期权1412认购1.854A,0.3489,2.116,""
20141208,No,,,,,,华夏上证50ETF期权1412认购1.854A,0.3848,2.143,""
20141209,No,,,,,,华夏上证50ETF期权1412认购1.854A,0.5232,2.135,""
20141210,No,,,,,,华夏上证50ETF期权1412认购1.854A,0.3684,2.101,""
20141211,No,,,,,,华夏上证50ETF期权1412认购1.854A,0.3574,2.175,""
20141212,No,,,,,,华夏上证50ETF期权1412认购1.854A,0.3385,2.161,""
20141215,No,,,,,,华夏上证50ETF期权1412认购1.854A,0.3241,2.124,""
20141216,No,,,,,,华夏上证50ETF期权1412认购1.854A,0.4028,2.178,""
20141217,No,,,,,,华夏上证50ETF期权1412认购1.854A,0.4489,2.28,""
20141218,No,,,,,,华夏上证50ETF期权1412认购1.854A,0.4488,2.321,""
20141219,No,,,,,,华夏上证50ETF期权1412认购1.854A,0.4566,2.283,""
20141222,No,,,,,,华夏上证50ETF期权1412认购1.854A,0.5643,2.355,""
20141223,No,,,,,,华夏上证50ETF期权1412认购1.854A,0.4959,2.33,""
20141224,Yes,华夏上证50ETF期权1501认购2.45,华夏上证50ETF期权1412认购1.854A,18.6625319024,0.0491,0.4092,华夏上证50ETF期权1501认购2.45,0.0491,2.228,1.854
20141225,No,,,,,,华夏上证50ETF期权1501认购2.45,0.0827,2.252,""
20141226,No,,,,,,华夏上证50ETF期权1501认购2.45,0.1277,2.341,""
20141229,No,,,,,,华夏上证50ETF期权1501认购2.45,0.1592,2.42,""
20141230,No,,,,,,华夏上证50ETF期权1501认购2.45,0.0966,2.44,""
20141231,No,,,,,,华夏上证50ETF期权1501认购2.45,0.1083,2.481,""
